,features/alcohol,features/chlorides,features/citric acid,features/density,features/fixed acidity,features/free sulfur dioxide,features/pH,features/residual sugar,features/sulphates,features/total sulfur dioxide,features/volatile acidity,quality,type
2945,11.0,0.043,0.31,0.99158,6.3,30.0,3.49,1.2,0.6800000071525574,117.0,0.21,6,white
2946,12.9,0.03,0.27,0.98892,5.6,31.0,3.35,1.7,0.3700000047683716,103.0,0.18,6,white
2947,11.3,0.035,0.42,0.9908,7.6,18.0,2.99,1.3,0.38999998569488525,86.0,0.29,5,white
2948,12.9,0.032,0.28,0.99036,6.6,19.0,3.11,4.4,0.6200000047683716,78.0,0.64,6,white
2949,11.0,0.035,0.3,0.9927,6.3,8.0,3.27,5.7,0.4099999964237213,97.0,0.35,7,white
2950,11.4,0.048,0.29,0.9915,7.4,14.0,3.06,3.7,0.44999998807907104,73.0,0.26,6,white
2951,11.0,0.03,0.41,0.99368,6.9,30.0,3.22,8.0,0.5400000214576721,114.0,0.23,6,white
2952,8.9,0.054,0.2,0.99888,7.4,63.0,3.11,13.9,0.5,229.0,0.35,6,white
2953,11.0,0.034,0.29,0.9917,7.3,29.0,3.3,1.6,0.5,118.0,0.21,8,white
2954,9.2,0.046,0.49,0.9984,7.6,87.0,3.01,11.3,0.4300000071525574,221.0,0.36,5,white
2955,9.1,0.053,0.3,0.9986,7.4,48.5,3.14,12.8,0.49000000953674316,229.0,0.19,7,white
2956,9.0,0.054,0.46,0.99848,6.7,67.0,3.23,9.7,0.5,234.0,0.42,5,white
2957,9.8,0.048,0.24,0.9982,6.5,24.0,3.44,14.0,0.5299999713897705,113.0,0.41,6,white
2958,9.0,0.05,0.28,0.99971,7.2,33.0,2.94,17.55,0.4300000071525574,154.0,0.17,7,white
2959,8.8,0.047,0.23,0.99906,6.6,37.0,3.08,17.3,0.46000000834465027,118.0,0.22,6,white
2960,10.4,0.046,0.49,0.9952,6.7,57.0,3.62,2.4,0.8100000023841858,187.0,0.16,6,white
2961,9.1,0.054,0.45,0.99869,6.7,30.0,3.14,14.3,0.5699999928474426,181.0,0.29,5,white
2962,10.6,0.036,0.3,0.99368,6.0,47.0,3.18,8.7,0.38999998569488525,127.0,0.21,5,white
2963,13.0,0.043,0.24,0.9904,6.7,14.0,3.22,2.1,0.6000000238418579,155.0,0.51,6,white
2964,10.2,0.045,0.49,0.9942,7.1,31.0,3.4,1.6,0.5899999737739563,100.0,0.3,5,white
2965,9.2,0.028,0.27,0.9948,5.6,22.0,3.34,4.8,0.44999998807907104,104.0,0.13,6,white
2966,11.9,0.035,0.29,0.99364,6.2,21.0,3.18,11.8,0.3400000035762787,93.0,0.2,6,white
2967,11.7,0.037,0.33,0.9912,7.8,18.0,3.21,2.4,0.6499999761581421,101.0,0.32,7,white
2968,12.6,0.045,0.38,0.9925,7.3,29.0,3.19,6.8,0.3700000047683716,122.0,0.42,7,white
2969,8.8,0.047,0.68,0.9978,7.5,37.0,2.99,11.0,0.3799999952316284,133.0,0.23,5,white
2970,12.1,0.04,0.37,0.9912,8.0,15.0,3.06,1.3,0.6100000143051147,96.0,0.18,6,white
2971,9.8,0.069,0.26,0.9954,7.0,28.0,3.13,7.4,0.46000000834465027,160.0,0.31,6,white
2972,9.3,0.053,0.37,0.996,6.9,36.0,3.16,8.9,0.5,148.0,0.4,5,white
2973,12.8,0.04,0.34,0.99155,7.5,34.0,3.14,4.3,0.44999998807907104,108.0,0.42,8,white
2974,12.5,0.027,0.44,0.99124,7.9,47.0,2.96,6.5,0.3700000047683716,126.0,0.34,6,white
2975,10.1,0.047,0.3,0.9931,6.0,30.0,3.17,1.6,0.47999998927116394,117.0,0.4,6,white
2976,10.5,0.046,0.32,0.99452,6.8,47.0,3.08,8.6,0.5199999809265137,159.0,0.23,6,white
2977,11.4,0.056,0.21,0.9908,5.8,35.0,3.32,1.3,0.33000001311302185,121.0,0.12,6,white
2978,10.0,0.052,0.33,0.99316,6.6,40.0,3.15,2.5,0.6000000238418579,210.0,0.32,5,white
2979,9.533334,0.05,0.2,0.99504,6.5,44.0,3.18,7.5,0.47999998927116394,179.0,0.23,5,white
2980,9.4,0.033,0.49,0.9932,6.2,17.0,3.3,0.9,0.699999988079071,51.0,0.15,6,white
2981,11.6,0.028,0.28,0.998,8.4,55.0,2.96,18.8,0.3499999940395355,130.0,0.22,5,white
2982,9.7,0.053,0.33,0.9978,6.5,51.0,3.22,15.7,0.5099999904632568,190.0,0.28,6,white
2983,10.0,0.057,0.23,0.99568,6.9,54.0,3.23,9.5,0.41999998688697815,166.0,0.37,5,white
2984,9.4,0.048,0.27,0.9993,5.9,52.0,3.35,18.2,0.4399999976158142,168.0,0.26,5,white
2985,12.7,0.041,0.32,0.98949,6.6,8.0,3.22,1.5,0.38999998569488525,72.0,0.23,6,white
2986,12.1,0.044,0.49,0.99,6.8,35.0,3.13,1.2,0.47999998927116394,126.0,0.27,7,white
2987,12.4,0.045,0.33,0.99066,8.1,26.0,2.98,1.3,0.4399999976158142,100.0,0.27,6,white
2988,11.0,0.049,0.26,0.9928,6.0,22.0,3.15,6.8,0.41999998688697815,93.0,0.2,6,white
2989,10.1,0.048,0.24,0.9942,6.6,26.0,3.37,1.7,0.6000000238418579,124.0,0.25,6,white
2990,10.1,0.042,0.29,0.99586,6.8,56.0,3.11,9.5,0.5099999904632568,157.0,0.24,6,white
2991,12.2,0.021,0.43,0.99,7.3,20.0,3.08,2.0,0.5600000023841858,69.0,0.24,6,white
2992,11.2,0.059,0.45,0.9972,8.3,32.0,3.33,7.8,0.7699999809265137,139.0,0.28,6,white
2993,9.2,0.063,0.32,0.998,7.6,32.0,3.0,14.6,0.44999998807907104,201.0,0.285,5,white
2994,9.4,0.061,0.36,0.9976,6.6,42.0,3.31,9.2,0.5600000023841858,214.0,0.38,5,white
2995,12.2,0.042,0.36,0.99123,6.7,34.0,2.97,6.6,0.3100000023841858,116.0,0.33,8,white
2996,9.3,0.054,0.12,0.99424,6.2,6.0,3.16,4.8,0.5,97.0,0.32,5,white
2997,9.9,0.042,0.37,0.9979,7.3,36.0,3.48,9.7,0.75,130.0,0.27,6,white
2998,9.1,0.042,0.18,0.99644,7.2,41.0,3.16,8.2,0.49000000953674316,180.0,0.29,5,white
2999,9.5,0.042,0.71,0.99784,6.8,21.0,2.85,17.5,0.5,114.0,0.19,6,white
3000,9.5,0.049,0.52,0.99551,6.5,35.0,3.16,7.9,0.5099999904632568,192.0,0.29,6,white
3001,12.5,0.029,0.36,0.99076,7.2,21.0,3.13,2.0,0.6299999952316284,63.0,0.24,6,white
3002,10.9,0.049,0.31,0.993,8.0,24.0,3.1,5.6,0.41999998688697815,97.0,0.22,5,white
3003,10.8,0.044,0.39,0.9941,7.6,30.0,3.46,2.6,0.4399999976158142,180.0,0.2,7,white
3004,11.4,0.05,0.31,0.9914,7.1,32.0,3.14,2.3,0.5099999904632568,156.0,0.25,6,white
3005,11.466666,0.037,0.3,0.99085,8.4,36.0,2.89,2.2,0.30000001192092896,129.0,0.27,6,white
3006,9.0,0.059,0.33,0.9956,6.8,31.0,3.43,4.7,0.38999998569488525,118.0,0.15,7,white
3007,12.2,0.03,0.36,0.9904,6.9,31.0,3.14,3.5,0.3799999952316284,135.0,0.48,7,white
3008,9.4,0.04,0.19,0.99579,7.1,48.0,3.16,7.8,0.5,184.0,0.28,5,white
3009,9.6,0.039,0.21,0.9982,6.2,28.0,3.48,15.55,0.6399999856948853,159.0,0.25,6,white
3010,10.8,0.042,0.49,0.9944,8.1,22.0,3.14,7.1,0.4099999964237213,124.0,0.29,6,white
3011,9.1,0.066,0.3,0.9945,6.8,38.0,3.2,4.2,0.41999998688697815,165.0,0.51,5,white
3012,9.5,0.032,0.16,0.99274,6.3,25.0,3.16,0.9,0.41999998688697815,98.0,0.41,5,white
3013,10.8,0.041,0.32,0.9939,6.8,38.0,3.25,7.0,0.5199999809265137,118.0,0.26,6,white
3014,10.4,0.052,0.35,0.9941,7.0,51.0,3.41,1.5,0.5899999737739563,128.0,0.24,7,white
3015,10.8,0.044,0.38,0.996,8.1,49.0,3.37,4.3,0.7400000095367432,172.0,0.24,6,white
3016,11.6,0.023,0.25,0.9923,6.1,23.0,3.37,4.0,0.5099999904632568,112.0,0.19,6,white
3017,9.9,0.055,0.49,0.9946,7.5,19.0,3.33,1.8,0.4399999976158142,110.0,0.19,5,white
3018,9.7,0.054,0.23,0.99898,7.5,28.0,3.18,14.8,0.49000000953674316,174.0,0.41,5,white
3019,10.1,0.05,0.28,0.99655,6.9,47.0,3.34,13.3,0.41999998688697815,132.0,0.13,6,white
3020,9.6,0.043,0.36,0.99556,6.8,60.0,3.16,7.0,0.49000000953674316,207.0,0.28,6,white
3021,9.5,0.033,0.42,0.99684,6.1,28.0,2.87,15.1,0.4699999988079071,124.0,0.17,5,white
3022,10.5,0.045,0.29,0.9936,7.4,53.0,3.34,1.6,0.6800000071525574,180.0,0.29,6,white
3023,12.3,0.029,0.33,0.98994,5.8,30.0,3.25,3.7,0.41999998688697815,88.0,0.29,6,white
3024,11.2,0.032,0.32,0.99095,6.8,18.0,3.05,1.8,0.6200000047683716,130.0,0.29,6,white
3025,9.3,0.053,0.61,0.99708,6.5,31.0,3.09,13.0,0.5,123.0,0.31,6,white
3026,10.8,0.024,0.32,0.99563,7.5,53.0,3.12,8.2,0.46000000834465027,209.0,0.25,6,white
3027,11.5,0.029,0.33,0.99114,6.5,35.0,3.36,1.4,0.6000000238418579,138.0,0.18,7,white
3028,12.2,0.055,0.27,0.9925,6.4,17.0,3.23,4.4,0.4399999976158142,135.0,0.3,6,white
3029,11.0,0.03,0.35,0.99244,6.9,45.0,2.8,6.9,0.5400000214576721,116.0,0.23,6,white
3030,10.8,0.063,0.0,0.9914,6.1,36.0,3.27,1.6,0.6700000166893005,87.0,0.41,6,white
3031,8.9,0.056,0.3,0.999,7.6,53.0,3.14,14.2,0.46000000834465027,212.5,0.2,8,white
3032,10.8,0.027,0.37,0.9897,5.9,3.0,3.09,0.8,0.3100000023841858,21.0,0.19,5,white
3033,11.3,0.026,0.21,0.99089,6.6,48.0,3.22,2.9,0.3799999952316284,126.0,0.26,7,white
3034,9.3,0.056,0.28,0.9986,6.5,23.0,3.31,12.0,0.550000011920929,174.0,0.43,5,white
3035,9.3,0.054,0.4,0.9952,9.2,18.0,3.04,2.4,0.46000000834465027,151.0,0.22,4,white
3036,9.1,0.042,0.41,0.9965,6.4,57.0,3.0,8.6,0.4399999976158142,173.0,0.25,5,white
3037,9.4,0.057,0.34,0.9954,7.0,19.0,2.99,8.0,0.5899999737739563,101.0,0.21,5,white
3038,10.5,0.034,0.36,0.9944,7.6,26.0,3.42,2.1,0.47999998927116394,172.0,0.33,4,white
3039,10.4,0.045,0.28,0.9954,7.0,37.0,3.25,8.7,0.5400000214576721,222.0,0.21,6,white
3040,12.3,0.058,0.22,0.9946,5.8,42.0,3.32,12.7,0.3799999952316284,206.0,0.27,6,white
3041,12.4,0.034,0.28,0.99026,6.8,25.0,3.08,4.8,0.4699999988079071,100.0,0.32,7,white
3042,9.3,0.042,0.36,0.9982,8.3,33.0,3.23,10.0,0.5099999904632568,169.0,0.3,6,white
3043,9.2,0.167,0.72,0.99324,7.1,65.0,2.97,1.6,0.5099999904632568,120.0,0.21,5,white
3044,10.5,0.054,0.31,0.9948,6.7,27.0,3.46,2.7,0.5699999928474426,202.0,0.39,6,white
3045,9.7,0.042,0.22,0.9954,7.4,26.0,2.86,10.7,0.36000001430511475,81.0,0.24,6,white
3046,12.2,0.04,0.3,0.99173,7.0,40.0,3.33,5.0,0.41999998688697815,143.0,0.36,7,white
3047,11.9,0.037,0.31,0.99176,6.8,33.0,3.02,6.9,0.38999998569488525,121.0,0.22,8,white
3048,9.3,0.054,0.39,0.9932,5.8,37.0,3.21,1.5,0.5199999809265137,158.0,0.24,6,white
3049,9.2,0.042,0.35,0.9967,6.4,54.0,3.23,10.3,0.4699999988079071,140.0,0.23,5,white
3050,10.2,0.044,0.15,0.9931,6.6,25.0,3.11,4.6,0.3799999952316284,78.0,0.38,6,white
3051,11.0,0.05,0.42,0.992,7.2,35.0,2.94,1.6,0.46000000834465027,135.0,0.27,6,white
3052,11.5,0.03,0.24,0.9909,6.0,30.0,3.31,1.8,0.4699999988079071,105.0,0.2,6,white
3053,10.3,0.057,0.34,0.9959,6.4,29.0,3.81,1.8,0.5699999928474426,104.0,0.22,6,white
3054,13.0,0.032,0.28,0.9889,6.8,38.0,3.19,1.2,0.4099999964237213,131.0,0.33,6,white
3055,9.0,0.051,0.28,0.99792,7.0,29.0,2.96,14.7,0.38999998569488525,149.0,0.15,7,white
3056,9.8,0.045,0.38,0.9975,7.0,54.0,3.18,15.3,0.41999998688697815,120.0,0.15,6,white
3057,10.8,0.042,0.34,0.99278,7.2,16.0,2.99,6.4,0.4000000059604645,111.0,0.17,6,white
3058,11.5,0.034,0.31,0.99084,6.4,53.0,3.38,1.2,0.3499999940395355,138.0,0.14,7,white
3059,11.0,0.015,0.32,0.99278,7.8,47.0,2.99,7.4,0.38999998569488525,124.0,0.19,6,white
3060,8.9,0.045,0.5,0.9974,6.7,38.0,3.04,12.1,0.5299999713897705,127.0,0.3,6,white
3061,11.4,0.047,0.41,0.9929,6.9,6.0,3.15,1.7,0.6899999976158142,134.0,0.27,6,white
3062,11.5,0.034,0.35,0.9947,6.9,42.0,3.21,9.2,0.36000001430511475,150.0,0.25,6,white
3063,10.0,0.051,0.23,0.9934,6.5,25.0,3.24,5.4,0.3499999940395355,149.0,0.39,5,white
3064,12.0,0.035,0.49,0.9935,8.4,22.0,3.04,7.8,0.3400000035762787,95.0,0.23,6,white
3065,12.7,0.039,0.3,0.99068,6.1,47.0,3.27,6.3,0.3100000023841858,136.0,0.21,6,white
3066,9.0,0.04,0.17,0.9939,6.2,24.0,3.01,2.8,0.46000000834465027,125.0,0.3,5,white
3067,9.8,0.05,0.51,0.9929,6.1,61.0,3.08,2.2,0.6000000238418579,154.0,0.26,6,white
3068,12.9,0.102,0.53,0.99001,9.0,19.0,2.93,2.1,0.5699999928474426,76.0,0.38,5,white
3069,11.7,0.031,0.3,0.98986,6.4,37.0,3.01,1.1,0.5600000023841858,94.0,0.12,6,white
3070,11.7,0.028,0.4,0.9914,6.1,32.0,3.26,1.9,0.7200000286102295,138.0,0.2,5,white
3071,9.5,0.049,0.47,0.9927,6.1,50.0,3.19,1.4,0.44999998807907104,187.0,0.3,5,white
3072,9.4,0.24,0.32,0.9948,6.4,61.0,3.12,4.5,0.47999998927116394,174.0,0.27,5,white
3073,9.1,0.041,0.32,0.9969,7.1,66.0,3.17,10.3,0.5199999809265137,272.0,0.25,6,white
3074,11.7,0.031,0.38,0.99321,5.3,53.0,3.34,10.5,0.46000000834465027,140.0,0.31,6,white
3075,10.4,0.033,0.37,0.99726,7.6,52.0,3.18,13.1,0.7900000214576721,151.0,0.19,6,white
3076,11.8,0.045,0.34,0.99035,5.8,96.0,3.38,1.8,0.8999999761581421,170.0,0.17,8,white
3077,10.8,0.051,0.27,0.9928,7.7,52.0,3.23,1.8,0.5,190.0,0.24,6,white
3078,8.8,0.053,0.28,1.0103,7.9,35.0,3.15,31.6,0.3799999952316284,176.0,0.33,6,white
3079,10.2,0.048,0.22,0.9955,6.7,54.0,3.25,8.6,0.4099999964237213,198.0,0.265,5,white
3080,12.7,0.025,0.34,0.98961,6.0,23.0,3.36,1.3,0.3700000047683716,111.0,0.23,6,white
3081,11.0,0.03,0.49,0.994,7.4,26.0,2.99,9.3,0.3199999928474426,132.0,0.19,7,white
3082,9.6,0.052,0.38,0.9958,7.1,49.0,3.35,7.4,0.5199999809265137,182.0,0.17,6,white
3083,13.9,0.027,0.2,0.98936,5.8,17.0,3.36,2.6,0.7799999713897705,123.0,0.32,7,white
3084,11.1,0.032,0.25,0.99244,7.3,30.0,2.9,6.65,0.3700000047683716,138.0,0.31,5,white
3085,10.5,0.035,0.47,0.99456,5.7,49.0,3.03,11.4,0.3400000035762787,128.0,0.15,8,white
3086,9.5,0.06,0.57,0.9924,6.4,15.0,3.06,1.0,0.4099999964237213,120.0,0.29,5,white
3087,10.4,0.033,0.2,0.9938,6.1,25.0,3.3,6.6,0.6899999976158142,137.0,0.38,6,white
3088,9.7,0.032,0.38,0.99298,6.5,29.0,3.29,1.3,0.5400000214576721,112.0,0.23,5,white
3089,8.7,0.04,0.79,0.99839,7.5,51.0,2.98,11.95,0.4399999976158142,159.0,0.27,5,white
3090,12.4,0.026,0.29,0.9918,8.6,19.0,3.01,4.1,0.3799999952316284,101.0,0.485,5,white
3091,12.2,0.042,0.16,0.98912,5.8,44.0,3.23,1.4,0.3700000047683716,99.0,0.2,6,white
3092,11.3,0.034,0.3,0.99121,7.1,62.0,3.03,2.6,0.5600000023841858,148.0,0.23,7,white
3093,12.2,0.049,0.31,0.99067,5.8,25.0,3.44,2.7,0.7300000190734863,153.0,0.32,7,white
3094,9.6,0.04,0.34,0.99708,7.9,53.0,3.11,11.4,0.5699999928474426,202.0,0.25,6,white
3095,9.5,0.05,0.27,0.99422,7.6,23.0,3.08,4.6,0.4699999988079071,98.0,0.17,6,white
3096,12.3,0.027,0.38,0.98926,6.5,31.0,3.24,1.0,0.36000001430511475,90.0,0.24,6,white
3097,10.8,0.042,0.34,0.99179,6.1,59.5,3.27,2.8,0.4699999988079071,162.0,0.31,6,white
3098,9.0,0.044,0.22,0.99855,5.7,39.0,3.24,16.65,0.47999998927116394,110.0,0.22,6,white
3099,12.6,0.036,0.42,0.98871,5.8,19.0,3.1,1.1,0.46000000834465027,113.0,0.3,7,white
3100,12.9,0.032,0.49,0.9903,7.1,31.0,3.37,2.2,0.41999998688697815,113.0,0.26,9,white
3101,9.4,0.044,0.18,0.99655,6.2,61.0,3.14,11.6,0.5199999809265137,155.0,0.21,6,white
3102,10.0,0.039,0.19,0.99265,5.4,27.0,3.54,1.6,0.4099999964237213,88.0,0.415,7,white
3103,9.2,0.154,1.0,0.9931,7.2,46.0,2.95,1.1,0.4300000071525574,114.0,0.21,6,white
3104,10.3,0.044,0.41,0.99293,7.5,11.0,3.28,1.3,0.44999998807907104,126.0,0.28,5,white
3105,10.5,0.047,0.38,0.9954,6.9,47.0,3.34,8.3,0.5199999809265137,162.0,0.23,7,white
3106,11.4,0.041,0.33,0.99048,7.0,20.0,3.21,0.9,0.5,117.0,0.29,5,white
3107,9.1,0.064,0.03,0.9934,6.2,29.0,3.22,1.2,0.5400000214576721,120.0,0.35,5,white
3108,10.7,0.02,0.37,0.9939,7.4,14.0,3.0,6.9,0.47999998927116394,93.0,0.25,7,white
3109,9.2,0.05,0.22,0.99904,6.6,23.0,3.06,18.15,0.5,139.0,0.26,5,white
3110,12.5,0.019,0.38,0.98961,6.2,22.0,3.05,5.1,0.36000001430511475,82.0,0.19,6,white
3111,9.5,0.048,0.19,0.99438,5.6,36.0,3.26,7.1,0.4099999964237213,110.0,0.185,6,white
3112,11.6,0.035,0.35,0.99457,8.0,22.0,3.12,10.0,0.36000001430511475,108.0,0.33,6,white
3113,9.6,0.053,0.32,0.9948,7.9,47.0,3.29,1.6,0.7599999904632568,150.0,0.17,6,white
3114,10.8,0.046,0.18,0.99226,6.8,31.0,3.27,1.8,0.550000011920929,114.0,0.16,6,white
3115,10.6,0.037,0.35,0.9933,6.0,16.0,3.16,1.9,0.6899999976158142,120.0,0.28,5,white
3116,8.8,0.044,0.32,0.99975,8.7,35.0,3.12,13.4,0.4699999988079071,169.0,0.23,7,white
3117,11.3,0.032,0.28,0.9916,6.1,43.0,3.26,4.25,0.4699999988079071,132.0,0.44,7,white
3118,12.2,0.029,0.27,0.9892,5.9,37.0,3.2,1.5,0.46000000834465027,81.0,0.25,6,white
3119,10.6,0.04,0.31,0.9946,6.9,47.0,3.29,7.2,0.5699999928474426,168.0,0.28,7,white
3120,11.0,0.031,0.3,0.99296,6.1,33.0,3.22,7.75,0.46000000834465027,139.0,0.28,6,white
3121,9.8,0.046,0.24,0.9928,6.5,15.0,3.19,1.6,0.38999998569488525,60.0,0.24,5,white
3122,9.4,0.158,0.24,0.99471,6.6,47.0,3.17,4.9,0.49000000953674316,144.0,0.41,5,white
3123,9.7,0.049,0.4,0.9966,8.2,12.0,3.06,7.5,0.8399999737739563,76.0,0.23,6,white
3124,12.1,0.028,0.38,0.99274,6.5,20.0,3.1,10.2,0.4300000071525574,82.0,0.36,7,white
3125,9.5,0.051,0.5,0.99536,6.5,46.0,3.18,8.0,0.4699999988079071,197.0,0.26,5,white
3126,9.2,0.058,0.38,0.9997,6.6,16.0,3.38,16.05,0.6000000238418579,165.0,0.31,5,white
3127,9.2,0.045,0.42,0.9991,7.7,45.0,3.18,14.3,0.6299999952316284,213.0,0.3,5,white
3128,9.9,0.044,0.26,0.99611,6.3,24.0,3.11,12.3,0.5799999833106995,205.0,0.32,5,white
3129,9.7,0.051,0.36,0.9984,7.9,30.0,3.09,6.2,0.5299999713897705,173.0,0.51,5,white
3130,8.7,0.042,0.27,1.0001,6.8,41.0,3.3,18.15,0.36000001430511475,146.0,0.21,5,white
3131,12.2,0.034,0.33,0.9935,8.0,27.0,3.18,7.7,0.4099999964237213,98.0,0.4,7,white
3132,10.8,0.024,0.2,0.9916,6.5,29.0,3.24,1.4,0.5400000214576721,101.0,0.25,6,white
3133,9.6,0.047,0.3,0.995,5.9,60.0,3.2,7.7,0.38999998569488525,206.0,0.31,6,white
3134,8.8,0.084,0.26,1.0011,7.5,33.0,3.17,18.35,0.38999998569488525,139.0,0.26,5,white
3135,11.4,0.035,0.31,0.99053,6.5,24.0,3.27,1.7,0.6899999976158142,79.0,0.29,7,white
3136,12.8,0.036,0.44,0.9913,7.6,10.0,3.01,1.9,0.699999988079071,119.0,0.21,6,white
3137,9.6,0.096,0.36,0.99642,6.7,18.0,3.11,11.5,0.49000000953674316,92.0,0.5,5,white
3138,9.9,0.055,0.56,0.99605,7.5,15.0,3.13,9.7,0.6499999761581421,170.0,0.38,6,white
3139,9.2,0.045,0.74,0.9956,6.4,52.0,3.21,7.8,0.41999998688697815,209.0,0.25,6,white
3140,9.6,0.042,0.17,0.99304,7.1,21.0,3.13,1.0,0.4000000059604645,144.0,0.31,5,white
3141,12.8,0.03,0.28,0.99024,6.4,29.0,3.09,4.9,0.5799999833106995,98.0,0.25,7,white
3142,9.2,0.06,0.04,0.9934,6.2,23.0,3.26,1.2,0.5400000214576721,108.0,0.35,5,white
3143,11.4,0.042,0.25,0.992,7.0,48.0,3.25,1.7,0.41999998688697815,189.0,0.24,6,white
3144,9.8,0.037,0.37,0.99345,6.4,27.0,3.38,1.5,0.5,109.0,0.16,6,white
3145,10.0,0.049,0.25,0.995,6.6,59.5,3.16,9.8,0.3799999952316284,137.0,0.16,6,white
3146,8.7,0.06,0.16,0.99353,6.1,36.0,3.13,1.3,0.46000000834465027,126.0,0.28,6,white
3147,11.1,0.023,0.28,0.99062,8.1,49.0,2.92,0.9,0.36000001430511475,87.0,0.2,6,white
3148,12.4,0.044,0.4,0.9912,6.6,48.0,3.54,1.5,0.5199999809265137,143.0,0.16,7,white
3149,12.0,0.042,0.26,0.99114,6.8,28.0,3.38,2.7,0.5099999904632568,83.0,0.46,8,white
3150,9.5,0.057,0.24,0.9942,6.9,13.0,2.99,3.6,0.47999998927116394,85.0,0.25,4,white
3151,12.2,0.036,0.54,0.99267,6.9,23.0,3.26,7.9,0.4699999988079071,169.0,0.52,6,white
3152,9.5,0.05,0.21,0.99542,6.4,51.0,3.23,8.2,0.47999998927116394,182.0,0.26,5,white
3153,10.4,0.048,0.22,0.9945,7.0,38.0,3.34,5.1,0.49000000953674316,168.0,0.21,6,white
3154,9.5,0.044,0.35,0.997,8.0,53.0,3.09,9.2,0.5600000023841858,186.0,0.23,7,white
3155,9.4,0.045,0.36,0.99556,8.6,11.0,3.17,1.4,0.4699999988079071,119.0,0.34,4,white
3156,11.0,0.051,0.29,0.99374,6.3,40.0,3.43,6.8,0.5899999737739563,143.0,0.28,6,white
3157,9.5,0.054,0.31,0.99416,8.4,16.0,2.96,2.8,0.44999998807907104,89.0,0.2,6,white
3158,9.0,0.044,0.22,0.99855,5.7,39.0,3.24,16.65,0.47999998927116394,110.0,0.22,6,white
3159,9.2,0.06,0.14,0.99344,6.1,27.0,3.07,3.9,0.3400000035762787,113.0,0.38,4,white
3160,12.0,0.039,0.28,0.9907,5.9,55.0,3.44,3.5,0.4399999976158142,152.0,0.62,6,white
3161,9.2,0.04,0.18,0.99736,6.4,21.0,3.14,15.0,0.5,116.0,0.29,5,white
3162,11.4,0.038,0.4,0.9901,6.9,22.0,3.03,1.3,0.38999998569488525,101.0,0.25,6,white
3163,9.2,0.052,0.22,0.9946,6.5,49.0,3.14,4.8,0.6200000047683716,142.0,0.41,5,white
3164,10.2,0.048,0.35,0.9939,6.9,36.0,3.32,5.4,0.41999998688697815,108.0,0.115,6,white
3165,10.5,0.042,0.33,0.99198,7.4,47.0,3.04,1.2,0.6800000071525574,121.0,0.16,7,white
3166,12.2,0.018,0.28,0.99122,6.5,41.0,3.24,6.1,0.3199999928474426,103.0,0.33,6,white
3167,12.6,0.038,0.27,0.99026,6.5,37.0,3.2,4.0,0.6000000238418579,97.0,0.3,8,white
3168,11.0,0.036,0.5,0.99294,6.6,41.0,2.96,8.7,0.5600000023841858,191.0,0.21,6,white
3169,9.4,0.058,0.49,0.9965,6.9,39.0,3.65,1.6,0.5199999809265137,166.0,0.26,4,white
3170,13.2,0.033,0.25,0.98794,6.0,30.0,3.08,1.4,0.4300000071525574,114.0,0.29,6,white
3171,9.8,0.056,0.33,0.998,6.9,44.0,3.42,12.8,0.41999998688697815,169.0,0.23,6,white
3172,12.2,0.031,0.49,0.9893,7.1,32.0,3.07,1.2,0.33000001311302185,99.0,0.29,6,white
3173,9.0,0.056,0.21,0.99827,6.9,49.0,3.11,15.7,0.47999998927116394,159.0,0.3,5,white
3174,10.1,0.045,0.19,0.99364,6.5,98.0,3.16,6.6,0.3400000035762787,175.0,0.27,6,white
3175,9.2,0.168,0.4,0.9991,8.0,29.0,3.07,12.4,0.6399999856948853,190.0,0.43,5,white
3176,10.55,0.031,0.19,0.99704,5.8,28.0,2.97,19.4,0.4000000059604645,106.0,0.315,6,white
3177,12.4,0.036,0.49,0.9916,7.0,17.0,3.26,4.7,0.6800000071525574,105.0,0.3,7,white
3178,12.9,0.035,0.31,0.98914,6.2,40.0,3.26,1.6,0.38999998569488525,106.0,0.3,7,white
3179,9.0,0.047,0.52,0.9982,7.5,64.0,3.1,13.2,0.46000000834465027,179.0,0.26,5,white
3180,10.7,0.039,0.2,0.99158,6.3,34.0,3.0,3.7,0.3799999952316284,132.0,0.3,5,white
3181,9.0,0.066,0.32,0.9992,6.4,57.0,3.6,12.0,0.4300000071525574,158.0,0.22,6,white
3182,12.2,0.038,0.09,0.99022,4.4,52.0,3.41,5.1,0.4000000059604645,97.0,0.54,7,white
3183,10.8,0.036,0.25,0.99362,6.6,21.0,3.06,8.0,0.3799999952316284,124.0,0.3,6,white
3184,11.2,0.037,0.32,0.992,7.0,39.0,3.17,1.3,0.41999998688697815,123.0,0.24,8,white
3185,10.8,0.046,0.28,0.99468,7.4,22.0,3.1,9.0,0.550000011920929,121.0,0.22,5,white
3186,11.7,0.033,0.33,0.99057,5.8,25.0,3.2,3.5,0.4399999976158142,116.0,0.3,6,white
3187,11.9,0.041,0.39,0.99093,7.9,37.0,3.08,1.0,0.4300000071525574,154.0,0.2,5,white
3188,11.8,0.03,0.23,0.99322,5.0,23.0,3.41,11.8,0.6399999856948853,158.0,0.33,6,white
3189,10.4,0.043,0.34,0.99305,7.6,24.0,3.12,1.6,0.699999988079071,129.0,0.23,5,white
